MSSV,FullName,ClassCode,DateOfBirth,Hometown,Gender,AdmissionMethod,AdmissionScore,Email,PhoneNumber,Address,Major,Department,AcademicStatus,EnrollmentYear,GPA,AccumulatedCredits,Advisor
20251167,Duong Tuan Oanh,DTVT01-K68,20/04/2006,Thanh Hoa,Nam,Hoc ba,26.9,20251167@sis.hust.edu.vn,0911605366,So 87 Pho Chua Boc - Thanh Hoa,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2024,1.03,86,Tran Thi B
20251168,Dang Huu Anh,CNPM02-K67,21/01/2007,Thai Binh,Nam,Tuyen thang,24.2,20251168@sis.hust.edu.vn,0954362565,So 21 Pho Chua Boc - Thai Binh,He thong thong tin,Truong CNTT&TT,Canh cao,2025,1.63,97,Le Van C
20251169,Duong Huu Phong,CTTT02-K68,15/05/2005,Hue,Nam,Diem thi THPT,29.6,20251169@sis.hust.edu.vn,0926964837,So 105 Pho Chua Boc - Hue,Dien tu vien thong,Khoa Vien thong,Dang hoc,2023,1.76,85,Hoang Duc E
20251170,Pham Thanh Quan,HTTT01-K68,28/10/2005,Thai Binh,Nu,Tuyen thang,25.7,20251170@sis.hust.edu.vn,0942706261,So 119 Pho Chua Boc - Thai Binh,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2023,1.76,2,Tran Thi B
20251171,Nguyen Huu Khoa,CTTT02-K68,12/06/2007,Da Nang,Nam,Diem thi THPT,21.3,20251171@sis.hust.edu.vn,0974931819,So 107 Pho Chua Boc - Da Nang,He thong thong tin,Truong CNTT&TT,Dang hoc,2025,3.37,32,Tran Thi B
20251172,Hoang Hai Huy,KHMT01-K67,26/10/2005,Can Tho,Nam,Hoc ba,25.4,20251172@sis.hust.edu.vn,0966070566,So 75 Pho Chua Boc - Can Tho,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2023,3.29,122,Pham Minh D
20251173,Nguyen Duc Dung,KHMT01-K67,07/11/2007,Thai Nguyen,Nu,Hoc ba,26.4,20251173@sis.hust.edu.vn,0912516743,So 124 Pho Chua Boc - Thai Nguyen,Cong nghe thong tin,Truong CNTT&TT,Bao luu,2025,2.09,1,Tran Thi B
20251174,Duong Quoc Khoa,ATTT03-K68,11/04/2005,Nghe An,Nu,Diem thi THPT,27.6,20251174@sis.hust.edu.vn,0977525130,So 22 Pho Chua Boc - Nghe An,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2023,3.76,91,Pham Minh D
20251175,Duong Ngoc Yen,KHMT02-K68,16/02/2006,Nghe An,Nam,Tuyen thang,22.4,20251175@sis.hust.edu.vn,0995393152,So 25 Pho Chua Boc - Nghe An,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2024,3.38,48,Le Van C
20251176,Ngo Duc Binh,CNPM02-K67,04/04/2004,Quang Ninh,Nam,Diem thi THPT,29.2,20251176@sis.hust.edu.vn,0979336597,So 150 Pho Chua Boc - Quang Ninh,Dien tu vien thong,Khoa Vien thong,Dang hoc,2022,3.27,126,Tran Thi B
20251177,Phan Hai Hung,KHMT02-K68,22/06/2007,Da Nang,Nam,Tuyen thang,23.1,20251177@sis.hust.edu.vn,0924610623,So 21 Pho Chua Boc - Da Nang,He thong thong tin,Truong CNTT&TT,Canh cao,2025,2.18,93,Hoang Duc E
20251178,Nguyen Anh Mai,KHMT01-K67,10/04/2007,Nam Dinh,Nam,Tuyen thang,20.4,20251178@sis.hust.edu.vn,0913899285,So 125 Pho Chua Boc - Nam Dinh,An toan thong tin,Truong CNTT&TT,Dang hoc,2025,2.27,96,Le Van C
20251179,Vu Duy Linh,CNPM01-K68,02/07/2006,Can Tho,Nam,Tuyen thang,20.3,20251179@sis.hust.edu.vn,0971155796,So 17 Pho Chua Boc - Can Tho,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2024,2.51,137,Nguyen Van A
20251180,Bui Tuan Huy,CNPM02-K67,22/10/2004,Quang Nam,Nam,Tuyen thang,20.3,20251180@sis.hust.edu.vn,0934397412,So 119 Pho Chua Boc - Quang Nam,He thong thong tin,Truong CNTT&TT,Bao luu,2022,3.68,26,Nguyen Van A
20251181,Duong Tuan Anh,CTTT02-K68,05/11/2004,Quang Ninh,Nam,Diem thi THPT,27.1,20251181@sis.hust.edu.vn,0911527851,So 91 Pho Chua Boc - Quang Ninh,Dien tu vien thong,Khoa Vien thong,Canh cao,2022,3.56,42,Pham Minh D
20251182,Phan Tuan Hanh,CNPM02-K67,14/04/2007,Ha Noi,Nam,Tuyen thang,22.5,20251182@sis.hust.edu.vn,0933512012,So 144 Pho Chua Boc - Ha Noi,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2025,3.25,124,Tran Thi B
20251183,Ho Xuan Yen,KHMT02-K68,08/02/2007,Nghe An,Nam,Tuyen thang,22.9,20251183@sis.hust.edu.vn,0967355359,So 11 Pho Chua Boc - Nghe An,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2025,3.4,122,Le Van C
20251184,Nguyen Huu Anh,KHMT01-K67,06/11/2006,TP HCM,Nam,Diem thi THPT,20.7,20251184@sis.hust.edu.vn,0953619992,So 28 Pho Chua Boc - TP HCM,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2024,3.28,25,Le Van C
20251185,Ngo Anh Oanh,CTTT02-K68,22/01/2006,Nghe An,Nam,Hoc ba,26.3,20251185@sis.hust.edu.vn,0912315414,So 3 Pho Chua Boc - Nghe An,Dien tu vien thong,Khoa Vien thong,Dang hoc,2024,1.1,103,Tran Thi B
20251186,Tran Van Trang,HTTT01-K68,13/08/2005,Quang Ninh,Nu,Diem thi THPT,26.7,20251186@sis.hust.edu.vn,0959808163,So 150 Pho Chua Boc - Quang Ninh,Dien tu vien thong,Khoa Vien thong,Canh cao,2023,1.11,96,Nguyen Van A
20251187,Nguyen Minh Anh,KHMT01-K67,24/07/2006,Thai Nguyen,Nu,Diem thi THPT,29.5,20251187@sis.hust.edu.vn,0914581700,So 72 Pho Chua Boc - Thai Nguyen,Khoa hoc may tinh,Truong CNTT&TT,Bao luu,2024,2.84,55,Le Van C
20251188,Dang Huu Linh,HTTT01-K68,18/08/2004,Ha Tinh,Nu,Danh gia nang luc,23.1,20251188@sis.hust.edu.vn,0974330562,So 15 Pho Chua Boc - Ha Tinh,Khoa hoc may tinh,Truong CNTT&TT,Canh cao,2022,3.14,27,Hoang Duc E
20251189,Ngo Thanh Hanh,CNPM02-K67,17/03/2004,Can Tho,Nu,Tuyen thang,26.2,20251189@sis.hust.edu.vn,0930341116,So 96 Pho Chua Boc - Can Tho,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2022,1.45,81,Le Van C
20251190,Tran Duy Phong,KHMT01-K67,27/05/2006,Da Nang,Nam,Diem thi THPT,21.8,20251190@sis.hust.edu.vn,0932481954,So 106 Pho Chua Boc - Da Nang,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2024,2.67,102,Le Van C
20251191,Vu Anh Hai,DTVT01-K68,22/11/2005,Can Tho,Nam,Tuyen thang,24.6,20251191@sis.hust.edu.vn,0950356170,So 46 Pho Chua Boc - Can Tho,He thong thong tin,Truong CNTT&TT,Dang hoc,2023,3.4,2,Tran Thi B
20251192,Tran Van Giang,HTTT01-K68,26/10/2005,TP HCM,Nu,Tuyen thang,23.3,20251192@sis.hust.edu.vn,0988138051,So 23 Pho Chua Boc - TP HCM,Ky thuat may tinh,Khoa Dien tu,Canh cao,2023,1.76,97,Nguyen Van A
20251193,Ly Ngoc Phong,CNPM02-K67,05/09/2006,Bac Ninh,Nam,Tuyen thang,22.7,20251193@sis.hust.edu.vn,0949978643,So 2 Pho Chua Boc - Bac Ninh,An toan thong tin,Truong CNTT&TT,Canh cao,2024,3.89,84,Hoang Duc E
20251194,Ly Quang Cuong,CNPM01-K68,15/02/2007,Bac Ninh,Nu,Tuyen thang,25.7,20251194@sis.hust.edu.vn,0928899541,So 145 Pho Chua Boc - Bac Ninh,An toan thong tin,Truong CNTT&TT,Dang hoc,2025,1.96,38,Nguyen Van A
20251195,Ho Quang Phuong,DTVT01-K68,28/06/2004,Ha Tinh,Nam,Hoc ba,22.1,20251195@sis.hust.edu.vn,0946551664,So 57 Pho Chua Boc - Ha Tinh,He thong thong tin,Truong CNTT&TT,Dang hoc,2022,3.59,139,Le Van C
20251196,Duong Quang Nam,ATTT03-K68,27/09/2004,Hai Phong,Nu,Tuyen thang,23.1,20251196@sis.hust.edu.vn,0929232034,So 42 Pho Chua Boc - Hai Phong,Cong nghe thong tin,Truong CNTT&TT,Canh cao,2022,1.21,38,Tran Thi B
20251197,Do Anh Quan,KHMT02-K68,22/01/2004,Thai Binh,Nam,Danh gia nang luc,29.4,20251197@sis.hust.edu.vn,0966862627,So 88 Pho Chua Boc - Thai Binh,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2022,1.73,136,Pham Minh D
20251198,Pham Anh Long,CNPM02-K67,02/11/2004,Thanh Hoa,Nu,Hoc ba,29.6,20251198@sis.hust.edu.vn,0922922549,So 20 Pho Chua Boc - Thanh Hoa,He thong thong tin,Truong CNTT&TT,Dang hoc,2022,3.93,12,Hoang Duc E
20251199,Pham Minh Binh,CNPM02-K67,16/11/2006,TP HCM,Nu,Diem thi THPT,21.1,20251199@sis.hust.edu.vn,0914004577,So 122 Pho Chua Boc - TP HCM,Cong nghe thong tin,Truong CNTT&TT,Canh cao,2024,2.93,6,Tran Thi B
20251200,Hoang Xuan Vy,DTVT01-K68,05/05/2006,Thai Nguyen,Nam,Hoc ba,23.8,20251200@sis.hust.edu.vn,0920727947,So 60 Pho Chua Boc - Thai Nguyen,Dien tu vien thong,Khoa Vien thong,Dang hoc,2024,1.83,8,Pham Minh D
20251201,Bui Anh Giang,KHMT01-K67,24/08/2005,Hue,Nam,Diem thi THPT,23.5,20251201@sis.hust.edu.vn,0987807281,So 123 Pho Chua Boc - Hue,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2023,3.37,110,Hoang Duc E
20251202,Duong Hai Dong,KHMT01-K67,14/06/2007,Thai Binh,Nu,Tuyen thang,21.5,20251202@sis.hust.edu.vn,0976005084,So 31 Pho Chua Boc - Thai Binh,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2025,1.09,42,Le Van C
20251203,Ly Quoc Son,KHMT01-K67,10/07/2004,Hue,Nam,Diem thi THPT,20.1,20251203@sis.hust.edu.vn,0957629255,So 139 Pho Chua Boc - Hue,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2022,1.06,31,Le Van C
20251204,Bui Duc Oanh,ATTT03-K68,25/06/2004,Quang Ninh,Nam,Tuyen thang,27.6,20251204@sis.hust.edu.vn,0981367055,So 69 Pho Chua Boc - Quang Ninh,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2022,2.98,8,Hoang Duc E
20251205,Ly Thi Hung,KHMT02-K68,22/02/2007,Nam Dinh,Nu,Danh gia nang luc,26.8,20251205@sis.hust.edu.vn,0939630002,So 107 Pho Chua Boc - Nam Dinh,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2025,2.17,123,Tran Thi B
20251206,Phan Van Khoa,KHMT01-K67,19/03/2004,Hai Phong,Nam,Danh gia nang luc,26.6,20251206@sis.hust.edu.vn,0960127693,So 138 Pho Chua Boc - Hai Phong,Dien tu vien thong,Khoa Vien thong,Canh cao,2022,1.99,28,Le Van C
20251207,Phan Van Vy,KHMT02-K68,18/07/2005,Da Nang,Nu,Danh gia nang luc,21,20251207@sis.hust.edu.vn,0995913037,So 58 Pho Chua Boc - Da Nang,Dien tu vien thong,Khoa Vien thong,Dang hoc,2023,1.44,22,Le Van C
20251208,Ho Van Hung,KHMT02-K68,22/05/2004,Ha Tinh,Nam,Diem thi THPT,23,20251208@sis.hust.edu.vn,0955301899,So 45 Pho Chua Boc - Ha Tinh,Khoa hoc may tinh,Truong CNTT&TT,Bao luu,2022,2.74,44,Hoang Duc E
20251209,Le Duc Dung,CTTT02-K68,12/08/2006,TP HCM,Nam,Diem thi THPT,24.8,20251209@sis.hust.edu.vn,0950305327,So 57 Pho Chua Boc - TP HCM,He thong thong tin,Truong CNTT&TT,Dang hoc,2024,3.64,14,Le Van C
20251210,Ngo Anh Phuong,ATTT03-K68,15/06/2007,Nghe An,Nam,Hoc ba,23.8,20251210@sis.hust.edu.vn,0951493589,So 95 Pho Chua Boc - Nghe An,Khoa hoc may tinh,Truong CNTT&TT,Bao luu,2025,3.39,10,Tran Thi B
20251211,Ly Minh Phuc,CNPM02-K67,15/01/2007,Quang Nam,Nu,Tuyen thang,28.2,20251211@sis.hust.edu.vn,0998866400,So 23 Pho Chua Boc - Quang Nam,Cong nghe thong tin,Truong CNTT&TT,Bao luu,2025,1.61,93,Pham Minh D
20251212,Ly Quoc Binh,CNPM02-K67,10/04/2006,Thai Binh,Nam,Danh gia nang luc,24.3,20251212@sis.hust.edu.vn,0916016963,So 117 Pho Chua Boc - Thai Binh,Dien tu vien thong,Khoa Vien thong,Dang hoc,2024,3.07,83,Hoang Duc E
20251213,Dang Thanh Vy,ATTT03-K68,19/01/2004,Quang Nam,Nam,Hoc ba,20,20251213@sis.hust.edu.vn,0970950520,So 27 Pho Chua Boc - Quang Nam,He thong thong tin,Truong CNTT&TT,Dang hoc,2022,3.98,8,Nguyen Van A
20251214,Ngo Minh Mai,HTTT01-K68,22/04/2007,TP HCM,Nu,Diem thi THPT,22,20251214@sis.hust.edu.vn,0956682486,So 54 Pho Chua Boc - TP HCM,Cong nghe thong tin,Truong CNTT&TT,Canh cao,2025,1.77,43,Le Van C
20251215,Pham Quang Phong,HTTT01-K68,16/02/2007,TP HCM,Nu,Hoc ba,29,20251215@sis.hust.edu.vn,0981388377,So 35 Pho Chua Boc - TP HCM,He thong thong tin,Truong CNTT&TT,Bao luu,2025,3.25,31,Pham Minh D
20251216,Dang Minh Binh,CTTT02-K68,25/11/2006,Ha Tinh,Nam,Danh gia nang luc,21.1,20251216@sis.hust.edu.vn,0923744447,So 127 Pho Chua Boc - Ha Tinh,Cong nghe thong tin,Truong CNTT&TT,Canh cao,2024,3.1,131,Hoang Duc E
20251217,Vu Thi Yen,CTTT02-K68,03/02/2007,Thai Binh,Nu,Tuyen thang,29.4,20251217@sis.hust.edu.vn,0915606458,So 1 Pho Chua Boc - Thai Binh,Ky thuat may tinh,Khoa Dien tu,Bao luu,2025,3.11,19,Le Van C
20251218,Pham Anh Khoa,ATTT03-K68,02/06/2005,Hue,Nu,Diem thi THPT,26.1,20251218@sis.hust.edu.vn,0960048470,So 107 Pho Chua Boc - Hue,Khoa hoc may tinh,Truong CNTT&TT,Canh cao,2023,1.04,132,Le Van C
20251219,Phan Quoc Binh,KHMT02-K68,28/05/2006,Can Tho,Nu,Hoc ba,27.3,20251219@sis.hust.edu.vn,0910632697,So 29 Pho Chua Boc - Can Tho,Khoa hoc may tinh,Truong CNTT&TT,Canh cao,2024,1.3,16,Le Van C
20251220,Dang Duc Khoa,CNPM02-K67,01/06/2006,TP HCM,Nu,Tuyen thang,22.7,20251220@sis.hust.edu.vn,0974259109,So 51 Pho Chua Boc - TP HCM,An toan thong tin,Truong CNTT&TT,Dang hoc,2024,2.03,80,Hoang Duc E
20251221,Tran Tuan Mai,KHMT01-K67,12/04/2006,Ha Tinh,Nu,Diem thi THPT,22.7,20251221@sis.hust.edu.vn,0942503208,So 108 Pho Chua Boc - Ha Tinh,He thong thong tin,Truong CNTT&TT,Bao luu,2024,2.12,37,Hoang Duc E
20251222,Dang Duy Long,CNPM01-K68,19/07/2006,Bac Ninh,Nu,Tuyen thang,28.9,20251222@sis.hust.edu.vn,0962942910,So 63 Pho Chua Boc - Bac Ninh,Dien tu vien thong,Khoa Vien thong,Dang hoc,2024,1.99,85,Pham Minh D
20251223,Hoang Thanh Oanh,ATTT03-K68,01/12/2004,Da Nang,Nu,Tuyen thang,22.3,20251223@sis.hust.edu.vn,0915485482,So 21 Pho Chua Boc - Da Nang,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2022,2.96,93,Nguyen Van A
20251224,Ly Quoc Hai,CNPM01-K68,01/12/2006,Thai Nguyen,Nam,Tuyen thang,24.8,20251224@sis.hust.edu.vn,0929551305,So 119 Pho Chua Boc - Thai Nguyen,Ky thuat may tinh,Khoa Dien tu,Canh cao,2024,1.38,31,Pham Minh D
20251225,Le Quang Yen,DTVT01-K68,16/12/2007,Hue,Nam,Tuyen thang,29,20251225@sis.hust.edu.vn,0954556944,So 130 Pho Chua Boc - Hue,An toan thong tin,Truong CNTT&TT,Bao luu,2025,2.87,110,Pham Minh D
20251226,Tran Hai Nam,CNPM02-K67,18/03/2007,Thanh Hoa,Nam,Hoc ba,25,20251226@sis.hust.edu.vn,0914896569,So 49 Pho Chua Boc - Thanh Hoa,He thong thong tin,Truong CNTT&TT,Canh cao,2025,1.52,85,Pham Minh D
20251227,Dang Duy Nam,CNPM01-K68,06/12/2006,Nghe An,Nu,Danh gia nang luc,23.4,20251227@sis.hust.edu.vn,0960485274,So 126 Pho Chua Boc - Nghe An,An toan thong tin,Truong CNTT&TT,Canh cao,2024,1.82,146,Nguyen Van A
20251228,Ly Hai Oanh,HTTT01-K68,10/01/2007,Hai Phong,Nu,Diem thi THPT,25.2,20251228@sis.hust.edu.vn,0955567503,So 78 Pho Chua Boc - Hai Phong,Cong nghe thong tin,Truong CNTT&TT,Canh cao,2025,3.47,111,Le Van C
20251229,Dang Thanh Binh,KHMT02-K68,23/06/2005,Hai Phong,Nam,Danh gia nang luc,22.7,20251229@sis.hust.edu.vn,0963820522,So 117 Pho Chua Boc - Hai Phong,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2023,3.95,51,Le Van C
20251230,Ngo Xuan Binh,HTTT01-K68,19/07/2006,Thanh Hoa,Nu,Diem thi THPT,26.2,20251230@sis.hust.edu.vn,0963941492,So 60 Pho Chua Boc - Thanh Hoa,Ky thuat may tinh,Khoa Dien tu,Bao luu,2024,2.23,123,Pham Minh D
20251231,Ho Huu Dung,HTTT01-K68,23/09/2004,Nam Dinh,Nu,Diem thi THPT,26.9,20251231@sis.hust.edu.vn,0972439618,So 56 Pho Chua Boc - Nam Dinh,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2022,1.1,18,Pham Minh D
20251232,Ly Tuan Linh,CNPM02-K67,04/04/2007,Bac Ninh,Nam,Diem thi THPT,20.1,20251232@sis.hust.edu.vn,0954015846,So 126 Pho Chua Boc - Bac Ninh,Dien tu vien thong,Khoa Vien thong,Dang hoc,2025,3.77,94,Nguyen Van A
20251233,Do Minh Cuong,KHMT01-K67,09/02/2006,Quang Ninh,Nam,Danh gia nang luc,25.3,20251233@sis.hust.edu.vn,0918336894,So 116 Pho Chua Boc - Quang Ninh,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2024,1.82,48,Tran Thi B
20251234,Phan Xuan Viet,ATTT03-K68,15/08/2005,Thanh Hoa,Nam,Diem thi THPT,22.3,20251234@sis.hust.edu.vn,0929276021,So 123 Pho Chua Boc - Thanh Hoa,Ky thuat may tinh,Khoa Dien tu,Canh cao,2023,3.65,89,Nguyen Van A
20251235,Do Minh Binh,DTVT01-K68,04/02/2007,Bac Ninh,Nu,Danh gia nang luc,25.8,20251235@sis.hust.edu.vn,0928805404,So 60 Pho Chua Boc - Bac Ninh,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2025,3.98,66,Le Van C
20251236,Pham Duy Quan,DTVT01-K68,02/12/2004,Nghe An,Nu,Tuyen thang,29.9,20251236@sis.hust.edu.vn,0949749788,So 99 Pho Chua Boc - Nghe An,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2022,3.3,15,Pham Minh D
20251237,Pham Van Phuc,CNPM02-K67,03/03/2007,TP HCM,Nam,Hoc ba,25.2,20251237@sis.hust.edu.vn,0953781799,So 80 Pho Chua Boc - TP HCM,Ky thuat may tinh,Khoa Dien tu,Canh cao,2025,2.44,113,Pham Minh D
20251238,Phan Duc Cuong,HTTT01-K68,02/05/2006,Quang Nam,Nu,Danh gia nang luc,29.3,20251238@sis.hust.edu.vn,0997165555,So 53 Pho Chua Boc - Quang Nam,An toan thong tin,Truong CNTT&TT,Dang hoc,2024,3.45,53,Tran Thi B
20251239,Dang Hai Son,HTTT01-K68,23/11/2004,Thai Binh,Nam,Danh gia nang luc,29.6,20251239@sis.hust.edu.vn,0990995177,So 48 Pho Chua Boc - Thai Binh,Cong nghe thong tin,Truong CNTT&TT,Bao luu,2022,1.4,61,Tran Thi B
20251240,Hoang Quang Vy,CNPM02-K67,24/04/2007,Nghe An,Nu,Hoc ba,22,20251240@sis.hust.edu.vn,0954840654,So 94 Pho Chua Boc - Nghe An,An toan thong tin,Truong CNTT&TT,Dang hoc,2025,3.22,48,Nguyen Van A
20251241,Bui Duy Giang,CNPM02-K67,10/03/2005,Hai Phong,Nu,Danh gia nang luc,27.1,20251241@sis.hust.edu.vn,0914982650,So 12 Pho Chua Boc - Hai Phong,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2023,1.15,47,Pham Minh D
20251242,Duong Duc Dong,KHMT02-K68,25/11/2006,Hue,Nam,Hoc ba,22.6,20251242@sis.hust.edu.vn,0918802883,So 61 Pho Chua Boc - Hue,Cong nghe thong tin,Truong CNTT&TT,Bao luu,2024,3.7,8,Le Van C
20251243,Pham Thanh Trang,CNPM02-K67,06/03/2005,Ha Noi,Nu,Diem thi THPT,21.2,20251243@sis.hust.edu.vn,0931165530,So 95 Pho Chua Boc - Ha Noi,Dien tu vien thong,Khoa Vien thong,Dang hoc,2023,1.94,76,Tran Thi B
20251244,Bui Minh Son,KHMT02-K68,02/06/2006,Ha Tinh,Nam,Tuyen thang,20.8,20251244@sis.hust.edu.vn,0925467808,So 64 Pho Chua Boc - Ha Tinh,Dien tu vien thong,Khoa Vien thong,Dang hoc,2024,3.78,86,Nguyen Van A
20251245,Ly Duc Cuong,KHMT02-K68,26/06/2004,Ha Tinh,Nu,Hoc ba,21.6,20251245@sis.hust.edu.vn,0991846166,So 100 Pho Chua Boc - Ha Tinh,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2022,1.23,148,Le Van C
20251246,Nguyen Duy Vy,KHMT02-K68,22/07/2004,Nghe An,Nu,Hoc ba,24.7,20251246@sis.hust.edu.vn,0951608755,So 75 Pho Chua Boc - Nghe An,Dien tu vien thong,Khoa Vien thong,Bao luu,2022,2.6,43,Le Van C
20251247,Phan Van Mai,KHMT01-K67,02/01/2007,Thai Nguyen,Nu,Danh gia nang luc,27.8,20251247@sis.hust.edu.vn,0996436986,So 108 Pho Chua Boc - Thai Nguyen,Dien tu vien thong,Khoa Vien thong,Dang hoc,2025,1.95,96,Le Van C
20251248,Dang Thi Hai,CNPM01-K68,14/07/2006,Thanh Hoa,Nu,Danh gia nang luc,22.4,20251248@sis.hust.edu.vn,0925864129,So 88 Pho Chua Boc - Thanh Hoa,Cong nghe thong tin,Truong CNTT&TT,Canh cao,2024,3.67,30,Le Van C
20251249,Do Xuan Hung,KHMT02-K68,23/11/2004,Ha Tinh,Nam,Hoc ba,21.5,20251249@sis.hust.edu.vn,0961006274,So 50 Pho Chua Boc - Ha Tinh,Khoa hoc may tinh,Truong CNTT&TT,Canh cao,2022,1.37,63,Nguyen Van A
20251250,Nguyen Xuan Phuc,KHMT02-K68,03/03/2005,Can Tho,Nu,Hoc ba,24.1,20251250@sis.hust.edu.vn,0991931847,So 32 Pho Chua Boc - Can Tho,Ky thuat may tinh,Khoa Dien tu,Bao luu,2023,1.07,149,Pham Minh D
20251251,Vu Ngoc Vy,KHMT01-K67,13/10/2006,Thai Nguyen,Nam,Danh gia nang luc,23.1,20251251@sis.hust.edu.vn,0989937645,So 145 Pho Chua Boc - Thai Nguyen,An toan thong tin,Truong CNTT&TT,Dang hoc,2024,1.13,85,Hoang Duc E
20251252,Dang Duc Oanh,CNPM01-K68,21/02/2006,Ha Tinh,Nam,Danh gia nang luc,20.2,20251252@sis.hust.edu.vn,0979586718,So 135 Pho Chua Boc - Ha Tinh,Cong nghe thong tin,Truong CNTT&TT,Bao luu,2024,3.26,5,Nguyen Van A
20251253,Pham Tuan Hai,KHMT02-K68,14/04/2004,Quang Ninh,Nam,Diem thi THPT,24,20251253@sis.hust.edu.vn,0980781261,So 119 Pho Chua Boc - Quang Ninh,Ky thuat may tinh,Khoa Dien tu,Canh cao,2022,1.52,20,Le Van C
20251254,Pham Xuan Linh,CNPM02-K67,26/03/2007,Thanh Hoa,Nu,Hoc ba,23.2,20251254@sis.hust.edu.vn,0990252931,So 125 Pho Chua Boc - Thanh Hoa,Khoa hoc may tinh,Truong CNTT&TT,Bao luu,2025,3.02,71,Tran Thi B
20251255,Nguyen Quoc Quan,DTVT01-K68,17/05/2004,Thanh Hoa,Nam,Tuyen thang,21,20251255@sis.hust.edu.vn,0961298368,So 118 Pho Chua Boc - Thanh Hoa,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2022,2.8,26,Le Van C
20251256,Duong Anh Viet,CNPM01-K68,05/08/2007,Hue,Nam,Danh gia nang luc,28,20251256@sis.hust.edu.vn,0917397761,So 126 Pho Chua Boc - Hue,Dien tu vien thong,Khoa Vien thong,Bao luu,2025,3.02,113,Nguyen Van A
20251257,Dang Anh Oanh,CNPM02-K67,03/10/2006,Hue,Nam,Diem thi THPT,27,20251257@sis.hust.edu.vn,0956256335,So 43 Pho Chua Boc - Hue,Dien tu vien thong,Khoa Vien thong,Dang hoc,2024,1.89,28,Le Van C
20251258,Nguyen Quoc Giang,DTVT01-K68,07/07/2004,Thanh Hoa,Nu,Danh gia nang luc,25.1,20251258@sis.hust.edu.vn,0949580440,So 73 Pho Chua Boc - Thanh Hoa,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2022,2.94,0,Tran Thi B
20251259,Vu Duy Giang,KHMT01-K67,23/04/2005,Thanh Hoa,Nam,Hoc ba,27.6,20251259@sis.hust.edu.vn,0955454262,So 55 Pho Chua Boc - Thanh Hoa,Ky thuat may tinh,Khoa Dien tu,Bao luu,2023,1.14,94,Nguyen Van A
20251260,Pham Duc Dung,ATTT03-K68,10/06/2005,Hue,Nam,Hoc ba,24.2,20251260@sis.hust.edu.vn,0965613975,So 10 Pho Chua Boc - Hue,An toan thong tin,Truong CNTT&TT,Dang hoc,2023,1.64,19,Hoang Duc E
20251261,Le Van Khoa,CNPM01-K68,11/06/2005,Thai Nguyen,Nam,Hoc ba,21.5,20251261@sis.hust.edu.vn,0979059157,So 113 Pho Chua Boc - Thai Nguyen,He thong thong tin,Truong CNTT&TT,Bao luu,2023,2.57,106,Tran Thi B
20251262,Do Duc Vy,CNPM02-K67,17/03/2004,Bac Ninh,Nam,Diem thi THPT,20.5,20251262@sis.hust.edu.vn,0949449364,So 94 Pho Chua Boc - Bac Ninh,He thong thong tin,Truong CNTT&TT,Dang hoc,2022,3.98,34,Le Van C
20251263,Ly Quang Cuong,KHMT01-K67,13/10/2005,TP HCM,Nam,Diem thi THPT,26.3,20251263@sis.hust.edu.vn,0995556154,So 103 Pho Chua Boc - TP HCM,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2023,1.78,4,Tran Thi B
20251264,Dang Quang Cuong,CTTT02-K68,27/02/2006,Hai Phong,Nu,Diem thi THPT,29.1,20251264@sis.hust.edu.vn,0987376040,So 96 Pho Chua Boc - Hai Phong,An toan thong tin,Truong CNTT&TT,Dang hoc,2024,2.4,79,Le Van C
20251265,Nguyen Xuan Binh,CNPM01-K68,22/04/2005,Hue,Nam,Tuyen thang,27.3,20251265@sis.hust.edu.vn,0992619375,So 103 Pho Chua Boc - Hue,Dien tu vien thong,Khoa Vien thong,Bao luu,2023,2.11,101,Pham Minh D
